,created_at,tweet_content,keyword,user_location,entities
112,2021-05-04 12:47:24,só qria ta saindo com ela cm nois dois trajados de Nike,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
113,2021-05-04 12:47:30,@hesceleb shein ne filhao KKKK quem me dera ter dinheiro pra comprar coisa na gucci ou prada,['SHEIN'],only harry,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'hesceleb', 'name': 'guh| Chester e Farofa', 'id': 1370818401485086724, 'id_str': '1370818401485086724', 'indices': [0, 9]}], 'symbols': []}"
114,2021-05-04 12:47:39,ok agora tudo que eu quero é um nike pixelado 🥵,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
115,2021-05-04 12:47:39,só qria ta saindo cm ele cm nois dois trajados de Nike,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
116,2021-05-04 12:47:47,@_joaopgatti @sophiaemanuella @nubank quando você pede aumento aí mesmo é que não aumentam e tu vai pruma espécie de “final de fila”,['Nubank'],"Sunyshore City, Sinnoh","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': '_joaopgatti', 'name': 'xota pê', 'id': 1256108838526373889, 'id_str': '1256108838526373889', 'indices': [0, 12]}, {'screen_name': 'sophiaemanuella', 'name': 'sofia', 'id': 1110361523967455232, 'id_str': '1110361523967455232', 'indices': [13, 29]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [30, 37]}], 'symbols': []}"
117,2021-05-04 12:47:52,"@PauloRMelo Algumas empresas com bastante Elixir: Delivery Center, Bcredi, Stone, Nubank, Magnetis, SumUp, Trybe",['Nubank'],"Curitiba, Brazil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'PauloRMelo', 'name': 'Paulo Melo', 'id': 61281540, 'id_str': '61281540', 'indices': [0, 11]}], 'symbols': []}"
118,2021-05-04 12:48:22,"@lorenachss Aqui tb, até a própria SHEIN tá mais atualizada",['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'lorenachss', 'name': '𝕷𝖔𝖗𝖊𝖓𝖆', 'id': 340021930, 'id_str': '340021930', 'indices': [0, 11]}], 'symbols': []}"
119,2021-05-04 12:48:58,shein é confiável gente?,['SHEIN'],Brazil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
120,2021-05-04 12:48:59,e aí nubank vai aumentar meu limite não?,['Nubank'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
121,2021-05-04 12:49:03,"Depois de 5 meses com o cartão de débito da nubank, hoje eles liberaram o de crédito com o limite de 200 reais rs! Até q enfim🙏🏼",['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
